year,film,producer,winner,movie,formatted_name,top_critics,_merge
2021, King Richard ,"Tim White, Trevor White, and Will Smith",0, King Richard ,king_richard,"['Brandi is a more interesting character, thanks to a superb performance from Ellis, and their scenes together are the best in the movie, although the tennis sequences are very well shot and edited.', 'Smith is entertaining. His single-mindedness should make him a bore but he somehow retains his talent to amuse whatever else is on his mind.', 'Featuring a towering performance from Will Smith in the title role, proving that a hero is not necessarily easy to root for.', 'This is a dream role for Will Smith and he attacks it with gusto. Williams is a larger-than-life character who just happens to be real, and Smith embodies his underdog, combative, indefatigable spirit to perfection.', ""King Richard has a Will Smith problem. It is obviously meant to be award catnip for Smith and a cinematic crowning for Richard Williams, father of Venus and Serena. And yet Smith's starring role may be the weakest part of the film."", 'In this compelling, well-acted but conventionally told biopic about the unconventional dad of tennis icons Serena and Venus Williams, actor Will Smith makes another convincing bid to collect some acting trophies.', ""Smith's work here is quite effective; he expresses Williams' temerity with an easygoing slyness that is seductive enough to (briefly) look past problematic questions of exploitation."", ""It's a welcome addition to the biopic genre, buoyed by a career-defining performance from Will Smith."", ""King Richard spotlights the work to make a dream come true...and yes, I've seen it twice..."", 'The conventions of the inspirational sports drama are too formidable an opponent to defeat.', 'Smith is excellent, fully inhabiting the character in one of the only roles to date that has required him to fully shed his habitual gloss of Will Smith charm.', ""Regardless of how much is true, how much has been softened and reshaped to suit the movie's perspective, and how much is fabricated, the end result is compelling drama with top-notch performances and a feel-good denouement."", 'Venus and Serena Williams are the names we rightly remember, but King Richard remains fixated on the male bravado that pushed for them to get their names out there in the first place.', 'Funny and inspirational, he disappears into the role of the man obsessed with bringing his daughters to the top of their game.', ""King Richard is driving hard to be a feel-good movie that celebrates a Black father who overcame the odds to lift his family out of poverty and guided his daughters' to their full potential."", ""It's one of those impressive fusions between actor and character, which all comes across so effortlessly onscreen, but gives King Richard the lifeblood it needs to triumph as a film."", ""The Williams sisters' saga is so improbably inspirational that watching their ascent, coupled with Smith's crackerjack performance, had me grinning the entire time. It's the most sheerly pleasurable movie I've seen so far this year."", ""Whatever rough edges have been sanded off the real Richard Williams in this telling, it's still a hell of a story."", ""[Smith's] performance here is not a full-on impersonation, as far as I can tell. Instead, he seems to have brought his own poetic physicality to the part."", ""The movie's brightest-burning idea, and it is sincerely moving, is that Richard, for his flaws, does what he does on behalf of the young Black women he's raising. This rings true in real life and in fiction.""]",both
2021, Licorice Pizza ,"Sara Murphy, Adam Somner, and Paul Thomas Anderson",0, Licorice Pizza ,licorice_pizza,"['... As perversely delicious as its title.', 'Really stands up alongside (Anderson’s best work). It feels authentic for the time, and gives us a new star in Cooper Hoffman ', 'Licorice Pizza, like Phantom Thread, is a study of magnetic human connection that isn’t necessarily good for either party — but then, magnetic human connection rarely thinks that way, or thinks at all. ', 'It’s a joy, and the sort of film that like a great LP -- it’s named after a Californian record store -- you’ll want to play over and over.', 'Theres a looseness  a dreaminess, an illogic  to how it all unfolds and meanders that is somehow still incredibly authentic.', 'The two leads, musician Alana Haim and Cooper Hoffman, each in their feature film debut, are remarkable.', ""Licorice Pizza takes an arm's-length embrace of nostalgia. Anderson doesn't turn a blind eye to reality-he heightens it, weighting it with meaning, reflecting the romance of hindsight and adolescent abandon."", ""One thing I really like about this movie is the way it's structured, because it's meandering and it's loose [but] all these little moments, they feel like stories and anecdotes and memories that have been told and recounted many times."", 'Anderson and Haim, with her sharp-elbowed and funny yet soulful performance, capture the flailing, directionless condition of being a woman in her mid-20s.', ""This is a film carried by two people who've basically never acted before, but Anderson somehow knew that they could, and neither hits a false note in over two hours. It's a star-crossed love story à la Harold and Maude minus the tragedy."", 'This film - which is as sprawling as the Valley it tries to capture - will command a second (and third) watch.', ""Gary is played by Cooper Hoffman, the teenage son of the late Philip Seymour Hoffman -- and he's captivating, full of chutzpah and with such a good, imperfect, real face."", ""Like any LP worth its salt, this is one where you'll want to be dropping the needle on over and over again."", 'The twists and turns in the script seems desultory. That is, until you realise the whole point of Licorice Pizza is to demonstrate that most heterosexual adult males suck.', ""This is heady stuff, an evocation of the San Fernando valley in the early 70s, as personally nostalgic as George Lucas's American Graffiti, albeit with an insanely adventurous edge."", ""The fullest expression yet of a certain kind of narrative antipathy that has crept into Anderson's toolkit and almost overwhelmed his last outing, the frequently dreadful Phantom Thread."", 'One can scarcely imagine a more enjoyably chaotic way of welcoming in the new year. What a blast.', ""Such is the energy Anderson whips up, forever sending in chaos from the edge of the frame. The result is a giddy freewheel in which scenes never end how you or the characters expect, and what's coming next is anyone's guess."", 'The things in Licorice Pizza that are so good, like the performances from Haim and Hoffman and Cooper and the period fidelity, make you wish that the entire movie was just as good.', 'Looser and funnier than his recent efforts, sharper and more formally assured than his earliest films, this is Paul Thomas Anderson operating at full capacity. A master at work.']",both
2021, Nightmare Alley ,"Guillermo del Toro, J. Miles Dale, and Bradley Cooper",0, Nightmare Alley ,nightmare_alley_2021,"['Though ""Nightmare Alley"" is too long and meandering to totally work as a cohesive film, theres no doubt it has images that will stick with you  none more so than its haunting final shot.', 'Nightmare Alley feels gorgeously and intricately alive on the screen. Its shadows are luxuriant and deep, often threatening to swallow the characters whole, and the actors play their parts with an aplomb that rivals del Toro’s own.', ""The genuine, pleasant surprise for me was discovering truly what an unabashed, all-out noir it was. Blanchett's character, the big scheme, the hubris and pushing the scheme too far, the fatalism."", 'The one to see is the one from 1947.', ""It's hard to think of a noir story that would be better suited to del Toro as a director -- the arch-fabulist who fears men more than he does monsters."", ""From its bruised colour palette to its spiralling descent into madness and degradation, this is deliciously damnable fare, looking back through the prism of Del Toro's adventurous oeuvre to the existential angst of his vampiric feature debut, Cronos."", 'The journey taken by del Toro may be convoluted. Where he ends up, though, is a bad dream come true.', 'An oddly literal melodrama about bad people doing very bad things, very slowly.', ""It's impossible to tell whether del Toro is laughing up his sleeve or crossing his fingers that Blanchett's big moments will lead to another Oscar."", 'Telling a story of alcoholism and despair, Del Toro just makes a movie, delivered in quote marks, polished to a shine. (Far too long as well.)', '[A] strangely stiff and synthetic film...', 'Guillermo del Toro hits us with a spectacular noir melodrama boasting gruesomely enjoyable performances and freaky twists.', 'Del Toro employs a mixture of stylish old Hollywood sensibilities with B movie tropes to bring us an engaging and gorgeously acted psychological thriller.', ""If there's any justice in the world Del Toro and Blanchett will team up again."", ""A rare del Toro film that's not an outright spook show, Nightmare Alley isn't quite the filmmaker's best - but it's not far off, boasting an enveloping atmosphere, compelling characters, and gorgeous filmmaking."", ""Some have complained about the expansive running time (a half hour longer than the original), but this viewer isn't one of them; a film with this much mood and atmosphere can take its time."", 'The second half is much more enjoyable, but by the end of it, [Nightmare Alley] left me cold.', ""It's too long, too uneven in some places, too slow in others, and too flawed to be a masterpiece, but even with its drawbacks I could not take my eyes off the screen."", ""Nightmare Alley is a mesmerizing film of characters haunted by memory and regret, from Stan's nightmares of his father to the longing for the past of the socialites he cons."", ""This isn't Simon Rex in Red Rocket or Benedict Cumberbatch in The Power of the Dog. It's more Ben Platt in Dear Evan Hansen. It's a gamble that just doesn't pay off.""]",both
2021, The Power of the Dog ,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning, and Roger 
Frappier",0, The Power of the Dog ,the_power_of_the_dog,"['Campion’s new Western shares a visual vocabulary with Brokeback Mountain, but what looks like an unlikely love story turns out to be a tale of revenge.', 'A brutal meditation on masculinity.', ""Cumberbatch is the catalyst and a terrifying one, but there are layers to Phil's relationship with his brother, sister-in-law, nephew, himself, and figures from the past, that Campion peels away and reveals so deliberately and subtly."", 'While The Piano remains a haunting exploration of female desire, The Power of the Dog is a long-delayed contemplation on masculinity from the female eye, both about repression and control.', ""It's a slow build, and for most of the time, I had no idea where this was all heading - which only made its shocking but well-earned ending all the more gratifying."", 'Campion handles such psychological denseness with virtuoso control, often whittling scenes to snippets of emotion and innuendo.', ""We're talking about this when it comes to awards season."", ""Jane Campion's eighth feature film, her first in 12 years, The Power of the Dog reconfirms the director as a powerful force in contemporary cinema."", 'The acting is sensational and Campion caps it off with a perfectly unsettling conclusion.', ""Overall, The Power of the Dog probably isn't as powerful or wrenching as Campion intended for it to be but it remains an unsettling piece of cinema."", ""Trust me when I tell you, it's even better the second time around...That's when the true genius of Jane Campion shines even brighter."", ""The Power of the Dog, Campion's newest film in 12 years, is among the year's best."", 'Broken into chapters, it starts as a nicely observed period piece, darkens into a psychological drama, then becomes an exercise in dread.', 'An exacting drama about masculinity, toxic and otherwise.... The strong performances and the striking visual style make this a potent piece of filmmaking.', ""How do we know Benedict Cumberbatch is a serious thespian? Because we have no idea who he is offscreen. He's just entirely the role he's playing at any given moment, and those roles change radically."", '""Dog"" is not without its faults, but its power is hard to deny.', '""The Power of the Dog"" builds tremendous force, gaining its momentum through the harmonious discord of its performances, the nervous rhythms of Jonny Greenwood\'s score and the grandeur of its visuals.', 'A picturesque, enthralling exploration of male ego and toxic masculinity, crafted by an extremely talented woman and offering enough nuanced bite to keep it interesting till the very end.', 'Cumberbatch has occasionally dallied with the dark side. Not even his Dominic Cummings in Brexit, though, is as repellent as Phil Burbank.', ""This may not sound like a particularly enjoyable experience. But thanks to the brilliance of both Campion and Cumberbatch, it's exquisite agony.""]",both
2021, West Side Story ,Steven Spielberg and Kristie Macosko Krieger,0, West Side Story ,west_side_story_2021,"['Steven Spielbergs take on West Side Story is his best film since Munich, and the 4K transfer is an early contender for the best-looking home video release of the year.', ""Think about the efforts here to extend that prologue and showcase the grittiness of the streets... Neighborhoods aren't neglected, they are being demolished which underscores the irony of these gangs fighting when they have so much in common."", 'Yes, the plot is still kind of risible, but I left the theater teary-eyed.', ""Steven Spielberg's sweeping take on the tragic Romeo and Juliette tale dazzles the senses..."", ""West Side Story's dazzling dance routines are fit for the big screen."", ""Everything here has been turned up to 11, and you can really feel it -- even in numbers that we've heard a thousand times before."", 'Was anyone hankering for a new film adaptation ofWest Side Story?Did this venerable musical need refreshing? A shiny new, ethnically aware versionwill live alongside the earlier film for years to come. Only time will tell if it supplants the original', ""They've made ill-conceived additions and misguided revisions. In the process, they've managed to subtract doubly from the original."", ""A solidly entertaining remake peppered with a few transcendent moments, the film boasts intimacy and emotion, creating a warm sense of deja vu mitigated by the story's still-potent condemnation of bigotry and violence."", 'Mr. Spielberg did not waste his time-or ours. The new West Side Story is simply fabulous.', ""Resplendent entertainment and a reminder that at least some of cinema's great classics can in fact find new life in the hands of a master director who is more concerned about crafting a movie than making a blockbuster."", ""Spielberg's West Side Story is a charismatic showcase for everything he does best on the big screen, and a genuinely thoughtful update, making gentle and incisive rearrangements to justify its brassy sashay back into cinemas."", ""It's a classic Spielberg joint, a classic hat-tip to Hollywood, and a classic, period. If this were the only musical of the last decade, it'd still make you feel like a renaissance was in full swing."", ""It's a hell of an achievement, and the rare case where a remake feels like an act of fervent fandom."", ""A big, cinematic film. It's West Side Story, is what it is."", ""The reboot pulsates with life, thanks to the director's artistry and a sensational cast led by Rachel Zegler in a starmaking feature debut as Maria."", 'Supporting characters like Chino (a layered Josh Andrés Rivera) receive more depth, adding more meat to the story.', 'You could probably do a shot-for-shot between this and the original...all that was alive and present in that time is still very relevant today.', 'Perhaps ""Why now?"" is the wrong question in the face of such a stirring enterprise. Better to ask: ""Why not?""', 'What Mr. Spielberg\'s film does best, with zest to spare, is the dancing, choreographed by Justin Peck -- the ""America"" number is a special joy, and Ariana DeBose, as Anita, is the dynamo who powers the whole show.']",both
2022, Everything Everywhere All at Once ," Daniel Kwan, Daniel Scheinert and Jonathan Wang ",1, Everything Everywhere All at Once ,everything_everywhere_all_at_once,"['Raising an ecstatic hot dog middle finger to the negativity of modern times, “EEAAO” urges us to free our minds and accept that it’s OK to be strange.', 'Delightfully bonkers on the surface, this inventive extravaganza from the directing team called Daniels (Daniel Kwan and Daniel Scheinert) has a deep layer of family feeling and a well-earned emotional pull at the end.', 'The most brilliantly bananas movie of 2022 absolutely lives up to its title. Michelle Yeoh kicks all types of butt as a time-travelling laundromat manager in a multiverse of madness.', 'Exhilarating, funny and moving, their film is also messy, overstuffed and a trifle exhausting. ', 'It’s absurd and wild and wonderful, and will probably make you cry.', 'There are moments when the title seems too literal. Exhaustion creeps in. But successive second winds follow.', 'The Daniels and their wow of a star Michelle Yeoh turn this visionary absurdist comedy into a volcano of creative ideas in full eruption. It’s like nothing you’ve ever seen. ', 'The result may be a tad overlong and convolutedly overstuffed, but it made me laugh, cry and think...', 'Rich performances collide with big ideas, wrapped in a nuanced understanding of how we treat each other. And there are butt jokes. So many wonderful, dumb butt jokes. What more could you ask for?', 'I’ve rarely felt more impaled on the fence by a film, because, exactly as promised, it’s everything at once – good and not good; fresh yet still a formula; cramped, strenuous, full to the brim.', 'While not entirely without fault, you would be pressed to find a film as brilliantly chaotic or as original as Kwan and Scheinert’s film. ', 'I wish I liked it more.', 'Easily one of the best comedies of the year.', 'A great deal of energy and talent has been expended here on the idealisation of the family unit, and the quest for a United States that never existed. ', 'A pure firework display of technical bravado, wild invention, emotional storytelling, comedic genius, action mastery and outstanding performances, Everything Everywhere All At Once is everything cinema was invented for.', 'An all-encompassing, therapeutic Asian American film for us who build our identities around and seek to heal from cinema.', 'The Daniels juggle silly gags and weird visuals like cackling Dadaists.', 'There’s lots to recommend about Everything Everywhere All at Once, but the film’s frenetic busy-ness wore me down.', 'Its a wholly original movie at a time when originality is in short supply.', 'The film’s unadulterated silliness has an oddball appeal if you can adjust to the rate of its convolutions.']",both
2022, All Quiet on the Western Front ,Malte Grunert,0, All Quiet on the Western Front ,all_quiet_on_the_western_front_2022,"['Oscar time is ideal for catching up with Edward Berger’s ferocious anti-war epic about young German soldiers dying in WW1 trenches. The German-language film boasts a wow nine nominations, including Best Picture, and tragically its message never gets old.', 'This new adaptation of a classic book about young German soldiers in the First World War does everything well, except keep faith with Erich Maria Remarque’s novel.', 'Berger’s film is a powerful plea for pacifism that comes riding on a trenchant critique of the inhumanity of statecraft. One in which the enemy is not necessarily out there across the border but within.', 'Edward Berger’s All Quiet skimps on human drama... As a result, such high-stakes moments fall flat.', 'ALL QUIET ON THE WESTERN FRONT is more grisly, disturbing, and sadistic than any horror movie in 2022.', 'Remarque wrote his novel hoping it would be the last word on war; for anyone who has never seen a war movie, maybe this should be their first.', 'The battle scenes, spectacularly shot by English cinematographer James Friend, who worked with the director on Patrick Melrose, juxtapose the emerging industrialisation and timeless intimacy of war.', 'A striking and harrowing portrait of the perils of nationalism, the chaos and madness of combat, and the lasting physical and psychological scars produced by both.', 'Berger, as a filmmaker, wants to bring us “close” to war, but the horror in “All Quiet on the Western Front” is in your face and also rather tidy in its presentation. Maybe that’s why it feels numbing.', 'It’s sensory-overload, tough-though-rewarding viewing.', ""A film that feels both aesthetically dazzling and full of necessary truths: an antiwar drama that transcends the bombast of propaganda mostly just because it's so artfully and indelibly made."", 'Fully understanding the war -- who does? -- may not be necessary in appreciating the disturbing, moving and sometimes too-beautiful production. But that production certainly puts a Teutonic tweak on history, sometimes to outrageous effect.', 'Even as Paul and his mates alternate between quiet moments of reflection and sudden and deadly outbursts of battle, Germany’s political and military hierarchy already knows the war has been lost.', '[A] solid, stirring new adaptation...', 'The magnification in scale and dexterity lends itself to showing off. Still, the movie aims to pummel you with ceaseless brutality, and it’s hard not to be rattled by that.', 'This is a film about the boys who don’t come home, and its story proves both deeply affecting—and surprisingly timeless.', 'For a film focused on getting the technical realities of war correct, it is Berger’s feel for and patience with the moments that these horrors disrupt... that make this portrayal so singular.', 'Because even though this version of ""Quiet"" predictably ends as its predecessors did, the last scene still comes as a gut punch, one that reverberates with even more significance in 2022 as war once again darkens the skies over Europe.', 'Remarkable, if harrowing, film-making.', 'The combat sequences are as impressive as anything commercial cinema has delivered over the last decade — grubbier, nastier and noisier than those in Sam Mendes’s theatrically choreographed 1917.']",both
2022, Avatar: The Way of Water ,James Cameron and Jon Landau,0, Avatar: The Way of Water ,avatar_the_way_of_water,"['It would be missing the point to call the proceedings indulgent to the point of self-infatuation: Cameron has built a new world from the remixed bits of this one, and he seems determined that we should not simply visit Pandora, we should live in it.', 'It’s more than you can possibly imagine. A fantasy world so vivid and real it commands your full attention for 3h 12m.  And when it’s done, you’ll still want to linger in this heightened state of make believe.', ""We get a story this time... that part of it was great, but at 3 hours and 15 minutes, it's just too long. "", 'If you go just for the escape and spectacle, you will be in awe. ', 'The film’s focus is split in so many directions that none of its characters feel whole, even after three full hours.', '[James Cameron] remains very much at the center of his obsession. He may not be a great artist, or a visionary, but in its look, and its feeling for family, this behemoth enterprise still has an ardent, cornball grandeur to it.', 'Delivers on its promise of expanding the scope of Pandora.', '“Avatar: The Way of Water” is fully engrossing, always eye-popping and occasionally touching. Like its predecessor, it’s a movie to admire and enjoy, if not quite love.', 'Astonishing! Enthralling! Exciting! Immersive! None of these words could sensibly be applied to the three-and-a-quarter-hour Wet Smurfahontas stodgeathon that is Avatar: The Way of Water.', 'The movie’s bland aesthetics and banal emotions turn it into the Club Med of effects-driven extravaganzas.', '...numbing, leisurely slowness...', 'There is a feeling, as this long entertainment that looks great but doesn’t have much to say slowly draws to a close, that part of its job is to set the scene for the Avatars to come.', 'As a spectacle it’s astonishing. But is this even a film? It’s more like a three-hour theme park ride. Or a superior version of those show-reel display loops they use in shops like Currys to show off how good the tellies are.', 'If Cameron truly believes in anything, it’s the power of big-screen spectacle, and more than ever he’s determined to give us the works.', 'Perhaps in subsequent films there might also be greater attention to the script. While the new film is a successful and sometimes wondrous visual experiment, as a story, it treads in shallow waters.', 'Avatar 2 is just stunning in the parts it skims along the water, dives deep, rolls around joyously, keeping up with the incredible creatures who live in the deep.', 'ho doesn’t love iridescent sea creatures, fiery cinders and weapons poking into the theater through the magic of 3D? If there’s only one movie you put on pants and leave the house for, this one is it for the visuals alone. ', 'This new Avatar filled an awe-shaped void in my heart, and for that, I thank James Cameron.', ""You feel Cameron's passion for this natural world - I say natural fully aware that this is an artificial creation that feels like it has more blood and metal than what we usually get from studio franchise fare."", 'I was completely taken in by\xa0Avatar: The Way of Water\xa0and overwhelmed by its fluid, kinetic action scenes, eye-popping production design and propulsive storytelling. This is a movie filled with wonder, which has become a rare commodity in the age of CGI.\n']",both
2022, The Banshees of Inisherin ,"Graham Broadbent, Pete Czernin, and Martin McDonagh",0, The Banshees of Inisherin ,the_banshees_of_inisherin,"['Martin McDonagh expertly threads humour and pathos like a master weaver who knows exactly when to change colours.', 'The Banshees of Inisherin is not just a beautifully written screenplay. This deeply affecting, warmly humorous, beautifully acted and handsomely photographed (by Ben Davis) film is a major work and top of my list for the best film of 2022.', 'As a comedy duo, Farrell and Gleeson are money in the bank, just as they were in McDonagh’s first feature In Bruges. As a pairing of actor and filmmaker, Farrell and McDonagh are no less in sync.', 'Evocative cinematography and a gorgeous score make this a spellbinding men-gone-wrong fable.', 'The film toggles masterfully between comedy and tragedy; realism and fable. It manages to be both of the moment and completely timeless.', ""I'd almost call this a horror film."", ""It's a gut punch of a comic-drama that keeps finding new ways to land hard-hitting body blows, and it's easily one of the year's very best films."", 'Condon and Keoghan give “Banshees” extra personality and verve, while Farrell and Gleeson are\xa0the two halves of its\xa0beating heart.', 'McDonagh is a master world builder. Whether you want to live in those worlds for two hours of your only life is purely a matter of individual taste.', 'McDonagh, Farrell, and Gleeson deliver something special, The Banshees of Inisherin unquestionably one of the year’s best films.', 'Gleeson and Farrell revive their mesmerizing interplay, surrounded by breathtaking Irish scenery and a brilliant ensemble cast.', 'Banshees’ dramatic resonance is a result of how deftly McDonagh delivers his characters’ virtues and vices. What’s hilarious and tragic is that both are so modest compared to the amount of anguish they cause.', ""I think what's quite clever about the structure of the film is that McDonagh flips your allegiances [in a way that's very finely balanced."", ""Colin Farrell is a revelation in this. I think it's probably his best performance ever."", 'The word ""tragicomic"" was coined for performances, and movies, like these.', '“Banshees” is like a short story trying to be a novel. The extra pages get filled with the postcard views.', 'Farrell and Gleeson are the perfect pair to give these characters the balance of humor and heartbreak.', 'Certainly one of Farrell’s finest performances and like the film itself, his loneliness sticks in your craw like an oft-recited Irish limerick.', 'It’s visually stunning and consistently witty while being unafraid to ask serious questions about life as it is, and should be, lived. It is proper art.', 'Writer-director Martin McDonagh’s soulful masterpiece offers a a windswept elegy on a camaraderie that has reached its inexplicable expiration, as well as melancholic rumination on mortality.']",both
2022, Elvis ,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler 
Weiss",0, Elvis ,elvis,"['It\'s all very stylized and flashy and modern, self-consciously hip in a way that\'s clearly been designed to speak to generations for whom Elvis Presley may not be the King of Rock \'n\' Roll so much as the guy on the soundtrack to ""Lilo & Stitch.""', 'Elvis is hyperbolic, one-dimensional and ludicrous – but as high-excess cinematic myth-making, it’s a blast.', ""Luhrmann's fast-cutting super-montage style overpowers the subject matter, and the result is an impressionistic, jumbled highlight reel of Presley’s many accomplishments, despite vivid recreations by actor Austin Butler as The King."", 'Baz Luhrmann turns the life of Elvis Aaron Presley into a three-ring circus with more sensation than sense in Elvis. But it’s got a good beat and you can dance to it.', 'Flashes of color, lightning cuts, and the camera spins and needle drops are at times overwhelming, but it’s an overall enjoyable experience that washes over you in waves of excitement.', 'Baz Luhrmann photobombs this Elvis portrait with over-extravagant filmmaking that dwarfs the iconic rock and roller. And that ain’t easy.', 'The most anachronistic element of Elvis is its cloying need to assure us that its hero was a good person, as if trying to preemptively counter some imagined onslaught of TikToks about why Elvis Presley is problematic. ', 'Of the actors who have previously tried to bottle Elvis’s lightning-like magic, none has come close to the physical, emotional, electrical energy that throbs through Austin Butler’s titular performance here.', 'It’s an epic collage of images and sensations, but it is not a movie. Yet despite a surfeit of annoying flaws, I must add that it is also an occasional whale of an extravaganza. ', ""Luhrmann's movie achieves its goals of highlighting Elvis' music while providing a capable, if imperfect, abstract of his life. For fans of the icon and his music, it hits enough sweet spots to be worthy of a theatrical viewing."", 'Elvis is propelled forward — almost maniacally so — by Presley’s music... The relentless music makes the whole thing feel like a montage...  But it’s infectious.', 'A wildly over-the-top and extremely entertaining biopic of Elvis Presley. ', 'Elvis, in the epic tradition of all of Luhrmann’s work, is a brash, overwhelming experience... It’s too much. Yet if it were any less excessive, it wouldn’t be as doggedly effective as it often is.', 'Through Luhrmann’s lens, Elvis transforms from someone striking and fresh to a relic clinging for relevancy in a changing world. Luhrmann presents the familiar narrative with enough verve to make it feel new.', 'Baz Luhrmann brilliantly floods our senses with arresting sights and sounds.', 'It’s clear Luhrmann is more interested in mythmaking, era-hopping, and genre-melding than he is in trying to dig all that deeply into the complex cultural, racial, and political realities of Presley’s life.', 'I liked it, though my corneas did feel a little crunchy afterward.', 'Swept up in the glint of the leather and the bejeweled jumpsuits, Luhrmann overlooks the messy human who hid underneath. And so, he misses out on the heart that could have made his film truly spectacular.', 'Every surface is cleanly wiped. Every fabric seems fresh out of the box. There is no journey to Vegas. We are essentially there from the opening scene.', 'Baz Luhrmann’s bejeweled battering ram of a biopic is all over the place, which  can be distracting, but the grit and grace of Austin Butler’s performance as The King is a thing of beauty. A star is born right here.']",both
2022, The Fabelmans ,"Kristie Macosko Krieger, Steven Spielberg, Tony Kushner",0, The Fabelmans ,the_fabelmans,"[""Even though the film is based on Spielberg's life, it manages quite artfully to not feel too artful; it refuses to turn itself into a fable."", 'The Fabelmans is a film that shifts something inside you.  Working through one of the most crushing events of his own life, Spielberg exhorts us to discover, yet again, the enduring magic of the movies.', 'Possibly the most lavishly mounted home movie ever made. Appropriately enough, that is its great strength and its fatal weakness.', 'The result is neither as sentimental nor as moving – if those adjectives can be separated – as the director’s more personal 20th century films. It does, however, feel complete in itself. Cleanly shot. Immaculately performed.', 'The Fabelmans’ fictional parts feel just as honest and revealing; seamless syntheses of life and art. That is Spielberg’s extraordinary gift: at 76, he’s still the boy cradling an entire medium in his hands.', 'This is a movie so masterfully made, you can glide along its surface without quite realising all it’s asking of you.', 'Kushner and Spielberg’s ability to turn this very personal saga into a more universal story is what sets them apart from the rest. ', 'It makes for a strangely unsatisfying movie experience, and something akin to anticipating a sumptuous and nourishing meal but being presented only with a print-out of the recipe. Some of the ingredients are nonetheless compelling... ', 'This could have been sentimental and soggy, a ""magic of the movies"" endeavour. There is some of that, but this is more than that. It’s about family, and the complexity of family, and it’s intensely personal, moving, absorbing and full of love.', 'An autopsy of a marriage and a homage to invention, it’s a bittersweet piece of joy.', 'The tone gets complicated. Adolescence often is. Flippancy aside, that is the movie’s signature: the acceptance that two things can be going on at once.', 'Spielberg has realised that fables come in all shapes and sizes. In this hilarious and heart-breaking gem, small really is beautiful.', 'A sweet but never cloying jaunt down Mr Spielberg’s memory lane.', 'The Fabelmans left me with a floating feeling of happiness.', 'What a surprise to find Spielberg, the supreme sentimentalist, occupying that murky realm. We didn’t know he had it in him.', 'There’s something disarmingly humble about The Fabelmans and the simplicity of its desire to pinpoint the ordinary roots of future greatness.', 'An affectionate and insightful peep into the inspiration and obsessions of a young filmmaker...', ""It’s a beautiful, tender and emotionally complex film, one which pays tribute to Spielberg's parents but also ensures their humanity through their flaws and failings."", 'Spielberg has packed all these things into a deceptively simple narrative which flows so smoothly that it’s easy to miss its finer points. In that sense, it crystallises his innate ability to translate the most delicate subtleties into entertainment.', 'Looking back with adult eyes, Spielberg sees his parents with all their flaws, yet infuses the film with warmth, understanding and love.']",both
2022, Tár ,"Todd Field, Alexandra Milchan, and Scott Lambert",0, Tár ,transformers_one,[],both
